Epoch,Learning_Rate,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Precision,Recall,F1_Score,MCC
0,0,0,0,0.5580237092489891,0.7576974564926372,0.7710128214854715,0.6764843634207797,0.6880318412551916,0.43739924681568815
