Epoch,Learning_Rate,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Precision,Recall,F1_Score,MCC
0,0,0,0,0.5572304338850873,0.713520749665328,0.7081523874426738,0.6183073958796502,0.617686238589157,0.31385325809667647
